Start time,ID,Matter Emotions,Life Emotions,Thought Emotions,Matter Learning,Life Learning,Thought Learning,Admiration,Confusion,Haunt,Disorientation,Amazement,Fascination,Amazing,Curiosity,Perplexity,"I felt a closer sense of identity, of who I am.",I felt a psychological connection to everyone/everything around me.,I felt a physical connection to everyone/everything around me.,Everything seemed to be connected.,I experienced a feeling of confinement.,I experienced a feeling of oppression.,I experienced a feeling of tension.,My heart was racing.,It took my breath away.,I felt chills.,I felt physically smaller.,"I felt trivial, in the grand scheme of things.",The world seemed vast.,What did you learn about during your visit?,Is this your first time visiting the Museum of Tomorrow?,"If not, how many times have you visited us previously?","Did you watch the movie Cosmos, projected onto the sphere?",How many people accompanied you on this visit?,Would you like to visit the museum again in the future?,Would you recommend the museum to your friends and family?,Age group,Gender,Race,Do you have any disabilities?,What disability do you have?,Do you have children? ,Where do you live?,Would you like to share something more about your visit or your experience today?
2023-09-28 22:19:33,D05-P031,4.0,7.0,8.0,5.0,6.0,5.0,7,3,6,1,6,6,4,4,4,4,4,4,5,1,1,2,4,1,4,6,6,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Não,2,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,
2023-09-28 22:25:54,D03-P043,1.0,7.0,4.0,1.0,7.0,5.0,6,6,6,6,8,8,8,8,6,5,7,3,6,5,5,4,1,1,1,1,1,7,Biodiversidade;,Sim,,Sim,2 pessoas,Talvez,Sim,31-59 anos,Feminino,Indígena,Não,,Não,Outro País,"La esfera es lo mejor, mas personal qué hable español y Rafael es muy amable"
2023-09-28 22:26:44,D02-P031,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,7,7,7,7,7,1,1,1,1,1,7,7,7,Biodiversidade;Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,2 pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-28 22:45:03,D05-P032,8.0,8.0,5.0,7.0,8.0,7.0,8,6,1,4,6,6,6,6,6,5,6,6,7,7,7,4,1,4,1,6,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-28 22:48:18,D03-P044,6.0,8.0,7.0,8.0,4.0,7.0,6,3,1,2,7,8,4,8,2,3,3,3,4,1,1,1,1,1,1,1,4,7,Biodiversidade;Recursos Naturais ;Diversidade Cultural ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Outro Estado do Brasil,
2023-09-28 22:59:07,D02-P032,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,1,1,1,1,4,3,4,2,1,1,2,1,1,Diversidade Cultural ;,Sim,,Não,2 pessoas,Não,Não,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-28 23:13:56,D03-P045,6.0,6.0,5.0,8.0,7.0,7.0,8,1,1,1,8,8,8,8,8,5,5,3,2,1,1,1,1,1,1,1,1,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,Tudo maravilhoso...atendimento otimo!
2023-09-28 23:06:28,D04-P036,5.0,5.0,5.0,6.0,6.0,6.0,6,5,3,4,6,7,6,7,5,5,5,5,5,5,5,5,7,4,4,5,4,4,Biodiversidade;Diversidade Cultural ;Sustentabilidade;,Sim,,Sim,2 pessoas,Talvez,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,"Sissi

"
2023-09-28 23:25:28,D02-P033,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,5,7,7,7,5,3,4,4,2,1,2,2,7,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;Sustentabilidade;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-28 23:37:35,D04-P037,8.0,8.0,8.0,8.0,8.0,8.0,8,3,4,5,8,8,8,8,8,5,6,6,6,4,3,2,2,1,1,5,4,2,Sustentabilidade;Biodiversidade;Recursos Naturais ;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-28 23:33:42,D03-P046,8.0,7.0,7.0,5.0,7.0,8.0,8,3,1,1,7,8,6,8,7,7,6,3,6,1,1,1,1,1,5,1,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,"Fiquei totalmente conectada a tudo, a junção da musica com as imagens tras um ar de infinito, amei cada pedacinho"
2023-09-28 23:49:38,D02-P034,8.0,4.0,3.0,1.0,1.0,1.0,6,3,1,1,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Talvez,Talvez,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-29 16:22:10,D01-P041,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,1,8,8,7,7,7,7,1,1,1,1,1,1,7,7,7,Biodiversidade;Diversidade Cultural ;,Não,2,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
2023-09-29 00:08:26,D02-P035,6.0,8.0,8.0,6.0,8.0,8.0,8,8,8,7,8,8,8,8,8,6,6,7,7,7,7,7,5,5,3,7,6,7,Sustentabilidade;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Sim,Outro Estado do Brasil,
2023-09-29 16:19:23,D03-P047,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,8,7,8,7,7,7,7,7,7,7,1,1,1,1,3,7,Diversidade Cultural ;Biodiversidade;Recursos Naturais ;Sustentabilidade;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,ExperienciA muito boa
2023-09-29 16:56:27,D02-P036,6.0,8.0,8.0,7.0,8.0,8.0,8,6,6,3,8,8,5,8,4,5,5,6,7,7,5,3,5,7,4,7,7,7,Recursos Naturais ;Diversidade Cultural ;Sustentabilidade;Biodiversidade;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,Me sentir maravilhada com a experiencia de conhecer o moseu.
2023-09-29 16:38:03,D01-P042,8.0,7.0,8.0,8.0,8.0,8.0,8,1,3,1,8,8,8,6,5,7,7,6,7,1,1,1,1,1,1,3,5,5,Biodiversidade;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-29 16:58:18,D03-P048,8.0,8.0,7.0,8.0,8.0,8.0,8,1,1,1,8,8,5,6,5,7,7,7,7,2,1,1,2,1,1,1,2,7,Sustentabilidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Mais de 60 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,Excelenre
2023-09-29 17:24:49,D01-P043,8.0,7.0,5.0,5.0,8.0,8.0,7,3,4,3,8,7,7,8,8,4,5,5,6,3,2,2,3,1,2,2,2,6,Diversidade Cultural ;Biodiversidade;,Não,1,Sim,2 pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-29 17:28:28,D03-P049,8.0,6.0,7.0,8.0,6.0,7.0,7,5,1,1,8,8,6,8,5,5,6,6,7,6,6,4,2,1,1,7,7,7,Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,Mais de 60 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,Achei otimo conhecer.obg!!
2023-09-29 17:22:16,D02-P037,4.0,7.0,8.0,3.0,4.0,4.0,7,2,2,1,8,7,2,8,7,5,4,6,6,6,1,1,1,1,1,2,1,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
2023-09-29 17:56:50,D03-P050,5.0,3.0,4.0,5.0,5.0,5.0,4,2,1,1,5,2,1,6,3,5,5,2,3,4,1,1,1,1,1,1,1,4,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Sim,Outro Estado do Brasil,"Parabens pela iniciativa!

"
2023-09-29 17:44:24,D01-P044,8.0,8.0,8.0,4.0,8.0,6.0,8,4,1,1,8,8,2,8,2,5,7,5,7,1,1,1,1,1,1,4,3,7,Biodiversidade;Diversidade Cultural ;Sustentabilidade;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,
2023-09-29 17:58:26,D02-P038,8.0,6.0,6.0,8.0,7.0,7.0,8,1,3,1,8,8,4,8,4,7,7,7,7,1,1,1,1,1,1,1,1,5,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-29 18:39:24,D02-P039,8.0,8.0,8.0,8.0,8.0,8.0,8,2,1,1,8,8,8,8,8,3,4,4,7,1,1,1,1,1,1,1,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
2023-09-29 18:26:50,D01-P045,6.0,7.0,8.0,6.0,7.0,8.0,6,1,6,2,7,6,6,7,7,6,7,7,7,1,1,1,5,4,4,6,1,7,Biodiversidade;Diversidade Cultural ;Sustentabilidade;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,Uma enorme sensacao de pertencimento e de cuidado com a vida e o mundo
2023-09-29 19:04:20,D02-P040,8.0,7.0,8.0,8.0,7.0,8.0,7,5,8,5,8,8,7,7,8,7,5,7,7,2,2,3,4,4,1,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,Amei tudo
2023-09-29 19:34:28,D05-P034,8.0,6.0,6.0,5.0,3.0,8.0,8,3,2,2,8,8,3,8,5,7,7,5,5,5,4,3,1,1,4,7,7,7,Biodiversidade;Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,"Senti falta de interacao fisica, atividades sensoriais"
2023-09-29 19:44:18,D03-P052,5.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,4,8,5,7,4,7,7,1,1,1,1,1,1,7,7,7,Diversidade Cultural ;,Sim,,Não,2 pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,Amei
2023-09-29 20:19:18,D01-P046,6.0,8.0,8.0,7.0,8.0,8.0,8,7,1,1,8,7,7,8,8,5,6,5,6,5,4,6,4,1,1,1,3,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,"Experiencia incrivel , gostei . Diferente . 
Primeira vez em um museu . 
Parabens "
2023-09-29 19:56:28,D04-P039,4.0,8.0,8.0,4.0,6.0,7.0,7,4,4,1,7,8,7,8,7,3,5,6,6,1,1,1,2,1,1,5,6,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,"Foi muito divertido, principlamente a parte do cubo que tem a as espécies!!!! 
O cubo com Fotos de diversas culturas diferentes também e maravilhoso!!
Resumindo amei 🥰"
2023-09-29 20:05:19,D05-P035,6.0,6.0,7.0,7.0,7.0,5.0,7,4,4,2,7,7,3,7,5,5,6,5,7,4,2,2,1,1,5,6,2,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-29 20:34:29,D01-P047,8.0,8.0,8.0,8.0,8.0,8.0,8,1,5,1,8,8,4,8,4,4,5,5,7,1,1,1,1,3,1,3,3,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Cidade do Rio,"Se prendeu a atenção so meu Neto que não para quieto, só pode ser maravilhoso."
2023-09-29 21:13:02,D01-P048,6.0,6.0,7.0,6.0,6.0,6.0,6,4,4,2,6,6,6,6,6,6,6,6,6,4,4,4,4,3,3,3,4,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Cidade do Rio,
2023-09-29 21:03:37,D02-P041,4.0,4.0,4.0,3.0,3.0,3.0,8,5,5,3,6,7,3,6,4,5,4,4,4,2,2,2,2,2,2,3,6,7,Diversidade Cultural ;Biodiversidade;,Sim,,Não,1 pessoa,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-29 21:39:33,D03-P053,7.0,7.0,8.0,7.0,7.0,8.0,8,8,7,7,8,7,6,8,5,4,5,5,7,1,1,1,1,1,1,1,5,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro País,
2023-09-29 20:47:33,D04-P040,8.0,8.0,7.0,4.0,8.0,6.0,6,5,2,2,8,6,5,8,8,5,6,2,7,1,1,4,1,1,2,4,7,5,Biodiversidade;Recursos Naturais ;Corpo hunano;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,
2023-09-29 21:58:32,D05-P036,4.0,7.0,6.0,6.0,6.0,6.0,6,6,1,3,7,8,3,8,4,7,7,7,5,3,2,3,2,1,1,7,7,7,Recursos Naturais ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Cidade do Rio,
2023-09-29 22:37:30,D01-P049,5.0,8.0,1.0,7.0,7.0,1.0,6,4,6,7,8,8,8,8,8,5,5,6,4,3,1,3,1,2,2,1,5,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-29 22:54:03,D05-P037,8.0,4.0,8.0,8.0,6.0,8.0,8,2,1,1,8,8,4,8,8,7,7,7,7,4,4,1,1,1,4,6,7,7,Diversidade Cultural ;Biodiversidade;Recursos Naturais ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,
2023-09-29 22:33:54,D03-P054,8.0,6.0,4.0,6.0,3.0,7.0,8,5,6,1,8,8,4,5,5,5,4,6,5,1,1,1,1,1,2,1,3,7,Recursos Naturais ;Biodiversidade;Sustentabilidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Amarelo,Não,,Não,Outro Estado do Brasil,
2023-09-29 23:00:12,D01-P050,8.0,7.0,7.0,6.0,7.0,7.0,7,5,6,2,7,5,5,5,4,5,5,6,5,3,3,2,2,1,1,1,2,4,Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
2023-09-30 16:31:03,D04-P041,8.0,8.0,8.0,8.0,8.0,8.0,8,3,3,3,8,8,6,8,8,5,4,4,6,5,4,3,3,1,2,5,4,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
2023-09-30 10:37:04,D03-P055,8.0,7.0,8.0,7.0,8.0,8.0,8,3,2,3,8,8,8,8,8,7,7,5,7,5,2,1,4,2,1,6,6,7,Biodiversidade;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,
2023-09-30 17:06:04,D02-P043,5.0,7.0,8.0,5.0,7.0,8.0,7,5,6,3,8,8,3,8,5,5,6,7,7,2,2,3,4,2,2,4,4,6,Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Cidade do Rio,
2023-09-30 18:16:06,D02-P044,4.0,6.0,8.0,5.0,7.0,8.0,8,8,1,4,8,8,8,8,8,6,3,4,7,7,1,1,1,1,1,6,4,1,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Não,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,
2023-09-30 18:21:17,D02-P045,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,Sustentabilidade;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
2023-09-30 18:41:04,D01-P053,4.0,6.0,7.0,6.0,6.0,7.0,8,3,1,1,6,6,2,7,6,3,3,3,6,5,3,2,1,1,1,1,1,5,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,Até 18 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
2023-09-30 18:43:16,D05-P038,4.0,8.0,8.0,5.0,8.0,8.0,8,1,1,2,7,5,3,8,5,4,6,5,6,3,1,1,5,3,1,1,1,7,Diversidade Cultural ;,Não,3 ou mais,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Cidade do Rio,
2023-09-30 18:51:56,D01-P054,8.0,8.0,8.0,8.0,8.0,8.0,8,6,8,6,8,8,8,8,8,7,5,5,7,1,1,6,6,1,1,5,1,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-30 18:37:45,D02-P046,7.0,7.0,6.0,7.0,7.0,7.0,8,5,6,5,8,8,6,8,6,4,4,4,6,5,1,3,1,1,1,4,7,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,1,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
2023-09-30 19:13:08,D03-P058,8.0,8.0,8.0,8.0,8.0,8.0,8,3,1,3,8,8,6,7,5,4,5,3,7,6,1,1,1,1,1,3,7,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,"Percebi que o universo além de vasto é uma incognita fascinante, que vislumbra os olhares que seguem tão triviais."
2023-09-30 18:58:43,D03-P059,5.0,8.0,8.0,6.0,8.0,8.0,7,1,1,2,7,7,1,8,2,7,6,5,7,5,1,1,1,1,1,1,1,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
2023-09-30 19:24:18,D02-P047,5.0,7.0,6.0,5.0,5.0,6.0,6,1,1,2,6,7,1,7,1,4,3,5,4,1,1,1,1,1,1,1,1,5,Biodiversidade;Diversidade Cultural ;,Não,1,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Estado do Rio,
2023-09-30 19:21:28,D01-P055,7.0,6.0,5.0,6.0,5.0,5.0,7,2,2,1,5,5,3,8,4,6,6,4,6,3,2,1,4,2,1,5,6,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Cidade do Rio,
2023-09-30 21:38:33,D05-P039,8.0,4.0,8.0,5.0,5.0,4.0,4,1,1,1,4,4,3,3,4,4,4,3,4,3,1,2,1,1,1,1,4,4,Sustentabilidade;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Sim,Estado do Rio,
2023-09-30 21:11:57,D04-P043,1.0,1.0,1.0,1.0,1.0,1.0,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,Nao me prendeu a atencao;,Sim,,Sim,2 pessoas,Não,Não,31-59 anos,Feminino,Não sei / Prefiro não responder,Não,,Não,Outro País,Nao foi bem definido o q fazer no museu. Tive que perguntar. Informacoes razas e basicas. Talvez para escolas de ginásio com professor acompanhando e explicando.
2023-09-30 21:36:31,D05-P040,8.0,8.0,8.0,1.0,8.0,8.0,8,1,1,1,8,8,8,8,8,7,7,7,7,1,1,1,1,1,1,4,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,3 ou mais,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
2023-09-30 21:33:45,D01-P056,8.0,7.0,7.0,7.0,8.0,8.0,7,4,6,1,8,8,4,7,7,7,3,5,5,2,2,2,4,4,4,6,7,7,Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro País,"Es muy intereste conocer nuestro mundo visto mas globalmente. Adore la experiencia
"
2023-09-30 21:59:21,D02-P048,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
2023-09-30 22:06:23,D05-P041,6.0,8.0,6.0,5.0,8.0,8.0,6,3,3,1,8,6,6,8,5,5,6,7,7,3,2,2,3,3,1,7,7,7,Diversidade Cultural ;Biodiversidade;,Sim,,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Cidade do Rio,
2023-09-30 21:48:44,D04-P044,6.0,8.0,5.0,6.0,8.0,6.0,8,1,4,1,7,3,4,8,6,6,4,2,4,1,1,1,3,1,7,4,7,7,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Branco,Não,,Sim,Cidade do Rio,"Muito foda, Mano."
2023-09-30 22:37:36,D05-P042,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,8,8,6,7,7,6,7,4,4,3,4,1,1,4,4,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Prefiro não informar,,Não,Outro Estado do Brasil,Amei a experiencia 
2023-09-30 22:25:25,D02-P049,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,5,1,5,3,3,3,7,1,1,1,1,1,1,1,1,7,Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Sim,Estado do Rio,A visita foi ótima
2023-09-30 23:04:53,D05-P043,7.0,7.0,8.0,6.0,6.0,8.0,8,2,1,1,8,8,1,8,7,5,6,4,7,3,1,1,1,1,1,6,5,6,Diversidade Cultural ;Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,Está sendo muito agregador
2023-09-30 23:08:00,D01-P058,6.0,6.0,8.0,7.0,7.0,8.0,7,7,4,4,7,8,4,8,8,7,7,7,7,1,1,5,6,1,1,6,1,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;Sustentabilidade;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,Tudo muito fascinante. Mas em alguns momentos me senti cansada.
2023-09-30 23:30:54,D04-P045,8.0,6.0,5.0,8.0,8.0,7.0,8,1,1,4,8,8,4,8,5,7,4,1,5,1,1,1,1,1,1,1,3,7,Diversidade Cultural ;Biodiversidade;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,A primeira sala foi simplesmente fascinate. Fiquei apaixonada
2023-09-30 23:34:03,D02-P051,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,8,8,6,5,7,7,7,1,1,1,1,1,1,1,3,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,Mais de 60 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,"Maravilhosa experiencia, vou retornar amanha para ver com mais tempo"
2023-10-01 16:01:37,D03-P060,5.0,6.0,6.0,6.0,6.0,7.0,8,3,6,3,7,8,6,8,6,4,6,5,3,3,3,4,5,1,1,7,5,6,Sustentabilidade;Diversidade Cultural ;Biodiversidade;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
2023-10-01 16:00:52,D05-P044,8.0,8.0,8.0,8.0,8.0,8.0,8,3,8,3,8,8,8,8,8,6,5,6,7,4,5,4,6,5,5,6,6,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
2023-10-01 17:33:25,D03-P062,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,7,7,7,7,4,4,2,3,6,1,7,7,7,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Outro Estado do Brasil,
2023-10-01 17:28:46,D05-P045,8.0,5.0,8.0,8.0,6.0,8.0,8,8,8,1,8,8,1,8,8,7,4,6,7,7,4,1,1,1,1,1,1,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,
2023-10-01 18:11:16,D04-P046,8.0,8.0,8.0,7.0,7.0,8.0,8,7,8,8,8,8,8,8,8,7,7,7,1,1,1,1,1,1,1,1,1,1,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
